row_id,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,timestamp,date,time,aqi_bucket
26524,5,2002.72,1.96,15.77,2.79,6.91,234.62,429.16,13.93,2023-12-17 05:00:00,2023-12-17,05:00:00,Very Poor
26525,5,3044.13,13.19,18.51,0.2,12.28,301.5,506.21,28.63,2023-12-17 06:00:00,2023-12-17,06:00:00,Very Poor
26526,5,4486.08,32.19,22.62,0.13,18.12,390.72,632.68,41.04,2023-12-17 07:00:00,2023-12-17,07:00:00,Very Poor
26527,5,5233.76,28.61,41.81,4.43,20.5,436.4,726.82,47.12,2023-12-17 08:00:00,2023-12-17,08:00:00,Very Poor
26528,5,5340.58,5.76,55.52,65.8,21.46,468.04,797.58,54.72,2023-12-17 09:00:00,2023-12-17,09:00:00,Very Poor
26529,5,2670.29,0.89,16.79,133.04,15.14,284.26,622.25,37.49,2023-12-17 10:00:00,2023-12-17,10:00:00,Very Poor
26530,5,2216.34,0.56,10.71,158.79,14.78,257.06,587.46,35.97,2023-12-17 11:00:00,2023-12-17,11:00:00,Very Poor
26531,5,2002.72,0.45,8.91,177.38,14.66,247.95,575.51,32.42,2023-12-17 12:00:00,2023-12-17,12:00:00,Very Poor
26532,5,1482.01,0.42,6.94,151.63,10.85,195.45,457.91,22.29,2023-12-17 13:00:00,2023-12-17,13:00:00,Very Poor
26533,5,1348.5,0.45,7.37,141.62,9.3,169.06,382.88,20.01,2023-12-17 14:00:00,2023-12-17,14:00:00,Very Poor
26534,5,1401.9,0.44,8.91,145.91,9.18,169.12,369.9,20.01,2023-12-17 15:00:00,2023-12-17,15:00:00,Very Poor
26535,5,2082.82,0.61,21.25,150.2,12.87,212.44,434.13,30.65,2023-12-17 16:00:00,2023-12-17,16:00:00,Very Poor
26536,5,2643.59,0.34,36.67,100.14,15.14,245.31,495.96,40.02,2023-12-17 17:00:00,2023-12-17,17:00:00,Very Poor
26537,5,2643.59,0.02,40.1,39.7,13.95,242.29,496.82,41.04,2023-12-17 18:00:00,2023-12-17,18:00:00,Very Poor
26538,5,2750.4,0.04,39.41,21.1,13.83,253.2,496.94,39.52,2023-12-17 19:00:00,2023-12-17,19:00:00,Very Poor
26539,5,2964.02,0.08,38.04,17.34,14.54,273.63,510.82,38.0,2023-12-17 20:00:00,2023-12-17,20:00:00,Very Poor
26540,5,3124.24,0.09,35.64,16.45,15.02,289.43,522.93,35.46,2023-12-17 21:00:00,2023-12-17,21:00:00,Very Poor
26541,5,4112.24,3.58,42.16,5.32,17.17,354.36,583.61,35.46,2023-12-17 22:00:00,2023-12-17,22:00:00,Very Poor
26542,5,5020.14,13.19,42.5,0.07,15.97,418.44,641.05,26.85,2023-12-17 23:00:00,2023-12-17,23:00:00,Very Poor
26543,5,5928.04,22.8,39.41,0.0,15.74,496.96,724.06,28.37,2023-12-18 00:00:00,2023-12-18,00:00:00,Very Poor
26544,5,6088.26,25.03,34.27,0.0,15.26,535.96,774.03,31.66,2023-12-18 01:00:00,2023-12-18,01:00:00,Very Poor
26545,5,5661.01,24.14,27.76,0.0,15.5,517.76,764.99,38.0,2023-12-18 02:00:00,2023-12-18,02:00:00,Very Poor
26546,5,5233.76,23.69,23.31,0.0,17.4,488.39,749.52,48.64,2023-12-18 03:00:00,2023-12-18,03:00:00,Very Poor
26547,5,4699.71,22.58,20.22,0.0,18.36,446.23,713.87,53.7,2023-12-18 04:00:00,2023-12-18,04:00:00,Very Poor
26548,5,4486.08,23.92,19.36,0.0,17.64,419.94,663.35,47.62,2023-12-18 05:00:00,2023-12-18,05:00:00,Very Poor
26549,5,6195.07,46.04,22.28,0.0,25.51,534.93,777.33,65.86,2023-12-18 06:00:00,2023-12-18,06:00:00,Very Poor
26550,5,8544.92,80.47,29.13,0.13,32.9,686.71,974.67,77.01,2023-12-18 07:00:00,2023-12-18,07:00:00,Very Poor
26551,5,9613.04,58.11,80.88,8.76,35.29,758.89,1097.21,85.12,2023-12-18 08:00:00,2023-12-18,08:00:00,Very Poor
26552,5,8651.73,6.54,87.74,121.59,31.95,751.22,1126.98,88.16,2023-12-18 09:00:00,2023-12-18,09:00:00,Very Poor
26553,5,3337.86,0.99,19.19,173.09,20.03,331.52,640.51,50.16,2023-12-18 10:00:00,2023-12-18,10:00:00,Very Poor
26554,5,2803.8,0.66,13.19,208.85,20.74,273.66,526.33,49.14,2023-12-18 11:00:00,2023-12-18,11:00:00,Very Poor
26555,5,2563.48,0.54,11.82,243.19,21.93,255.51,478.14,45.09,2023-12-18 12:00:00,2023-12-18,12:00:00,Very Poor
26556,5,2056.12,0.5,10.71,228.88,19.07,205.16,376.3,34.96,2023-12-18 13:00:00,2023-12-18,13:00:00,Very Poor
26557,5,1976.01,0.52,11.31,220.3,16.69,192.85,340.21,32.42,2023-12-18 14:00:00,2023-12-18,14:00:00,Very Poor
26558,5,2002.72,0.48,13.02,214.58,15.26,198.63,351.34,31.66,2023-12-18 15:00:00,2023-12-18,15:00:00,Very Poor
26559,5,2376.56,0.61,24.33,174.52,16.69,221.41,412.97,38.5,2023-12-18 16:00:00,2023-12-18,16:00:00,Very Poor
26560,5,2696.99,0.44,38.39,87.26,16.93,220.91,444.87,44.08,2023-12-18 17:00:00,2023-12-18,17:00:00,Very Poor
26561,5,2777.1,0.09,43.53,26.46,15.97,214.26,436.57,46.61,2023-12-18 18:00:00,2023-12-18,18:00:00,Very Poor
26562,5,2937.32,0.67,42.84,10.28,15.97,231.62,447.02,47.12,2023-12-18 19:00:00,2023-12-18,19:00:00,Very Poor
26563,5,2990.72,0.71,38.73,9.21,16.21,249.95,465.47,43.06,2023-12-18 20:00:00,2023-12-18,20:00:00,Very Poor
26564,5,3017.43,0.44,35.3,11.18,15.97,264.99,484.82,38.0,2023-12-18 21:00:00,2023-12-18,21:00:00,Very Poor
26565,5,4272.46,8.27,41.13,2.39,19.31,353.29,575.89,39.52,2023-12-18 22:00:00,2023-12-18,22:00:00,Very Poor
26566,5,5447.39,22.58,40.44,0.01,18.6,429.0,646.78,31.16,2023-12-18 23:00:00,2023-12-18,23:00:00,Very Poor
26567,5,5928.04,29.06,37.01,0.0,16.69,474.47,692.98,27.87,2023-12-19 00:00:00,2023-12-19,00:00:00,Very Poor
26568,5,5981.45,29.5,32.22,0.0,15.26,496.53,725.05,26.6,2023-12-19 01:00:00,2023-12-19,01:00:00,Very Poor
26569,5,6088.26,29.95,28.79,0.0,15.02,518.32,741.05,26.09,2023-12-19 02:00:00,2023-12-19,02:00:00,Very Poor
26570,5,6622.31,34.87,26.73,0.0,15.97,572.5,776.41,28.12,2023-12-19 03:00:00,2023-12-19,03:00:00,Very Poor
26571,5,7049.56,40.68,25.7,0.0,16.69,615.61,803.52,29.64,2023-12-19 04:00:00,2023-12-19,04:00:00,Very Poor
26572,5,7370.0,46.49,25.02,0.0,18.12,620.88,808.76,33.44,2023-12-19 05:00:00,2023-12-19,05:00:00,Very Poor
26573,5,8865.36,67.95,27.76,0.0,26.94,699.93,903.69,57.76,2023-12-19 06:00:00,2023-12-19,06:00:00,Very Poor
26574,5,10894.78,101.03,31.87,0.02,34.81,779.46,1021.5,76.0,2023-12-19 07:00:00,2023-12-19,07:00:00,Very Poor
26575,5,12069.7,103.71,62.38,1.13,38.15,832.57,1119.46,83.09,2023-12-19 08:00:00,2023-12-19,08:00:00,Very Poor
26576,5,11428.83,22.13,130.24,62.23,37.19,833.55,1145.95,90.18,2023-12-19 09:00:00,2023-12-19,09:00:00,Very Poor
26577,5,3231.05,1.1,22.96,135.9,17.64,268.37,494.7,44.08,2023-12-19 10:00:00,2023-12-19,10:00:00,Very Poor
26578,5,2696.99,0.62,13.54,177.38,17.88,239.04,447.57,45.6,2023-12-19 11:00:00,2023-12-19,11:00:00,Very Poor
26579,5,2723.69,0.49,11.65,214.58,18.6,246.09,442.86,47.12,2023-12-19 12:00:00,2023-12-19,12:00:00,Very Poor
26580,5,2376.56,0.46,10.62,203.13,15.97,222.04,396.58,40.02,2023-12-19 13:00:00,2023-12-19,13:00:00,Very Poor
26581,5,1976.01,0.51,11.48,170.23,12.99,188.71,344.82,33.44,2023-12-19 14:00:00,2023-12-19,14:00:00,Very Poor
26582,5,1642.23,0.57,13.19,125.89,10.49,156.75,305.01,27.36,2023-12-19 15:00:00,2023-12-19,15:00:00,Very Poor
26583,5,1642.23,0.88,20.73,73.67,10.37,140.26,286.95,27.36,2023-12-19 16:00:00,2023-12-19,16:00:00,Very Poor
26584,5,1949.31,0.8,30.16,32.54,11.68,146.81,298.92,32.42,2023-12-19 17:00:00,2023-12-19,17:00:00,Very Poor
26585,5,2269.74,0.8,33.93,10.55,13.23,166.35,327.0,39.01,2023-12-19 18:00:00,2023-12-19,18:00:00,Very Poor
26586,5,2510.07,1.52,33.93,6.08,14.54,185.07,345.18,42.56,2023-12-19 19:00:00,2023-12-19,19:00:00,Very Poor
26587,5,2510.07,0.79,31.53,8.58,14.54,187.57,342.41,40.02,2023-12-19 20:00:00,2023-12-19,20:00:00,Very Poor
26588,5,2456.67,0.28,28.79,12.7,13.95,187.29,336.44,36.48,2023-12-19 21:00:00,2023-12-19,21:00:00,Very Poor
26589,5,2269.74,0.12,26.05,15.56,12.52,178.21,321.88,30.15,2023-12-19 22:00:00,2023-12-19,22:00:00,Very Poor
26590,5,1869.2,0.03,21.25,19.49,9.66,152.9,288.76,20.52,2023-12-19 23:00:00,2023-12-19,23:00:00,Very Poor
26591,5,1562.12,0.01,16.96,22.89,8.11,134.55,260.62,16.09,2023-12-20 00:00:00,2023-12-20,00:00:00,Very Poor
26592,5,1735.69,0.04,17.82,19.85,8.46,143.3,260.88,16.21,2023-12-20 01:00:00,2023-12-20,01:00:00,Very Poor
26593,5,2483.37,0.44,24.33,9.92,10.85,189.44,306.83,21.53,2023-12-20 02:00:00,2023-12-20,02:00:00,Very Poor
26594,5,3391.27,3.3,28.79,2.12,13.59,251.86,379.33,29.39,2023-12-20 03:00:00,2023-12-20,03:00:00,Very Poor
26595,5,3898.62,8.61,28.45,0.24,14.66,292.74,429.7,32.93,2023-12-20 04:00:00,2023-12-20,04:00:00,Very Poor
26596,5,3952.03,14.08,26.05,0.06,14.66,293.45,429.64,30.91,2023-12-20 05:00:00,2023-12-20,05:00:00,Very Poor
26597,5,4592.9,27.49,26.05,0.0,19.55,326.99,463.01,42.56,2023-12-20 06:00:00,2023-12-20,06:00:00,Very Poor
26598,5,4806.52,36.21,28.45,0.26,21.93,320.47,464.45,45.6,2023-12-20 07:00:00,2023-12-20,07:00:00,Very Poor
26599,5,5287.17,24.81,54.15,12.16,24.56,343.39,513.67,56.24,2023-12-20 08:00:00,2023-12-20,08:00:00,Very Poor
26600,5,4592.9,3.91,47.98,97.27,23.13,317.38,497.0,60.29,2023-12-20 09:00:00,2023-12-20,09:00:00,Very Poor
26601,5,1535.42,0.65,11.31,83.68,8.94,121.36,246.81,24.07,2023-12-20 10:00:00,2023-12-20,10:00:00,Very Poor
26602,5,1188.28,0.63,8.65,81.54,7.21,105.7,227.84,19.76,2023-12-20 11:00:00,2023-12-20,11:00:00,Very Poor
26603,5,1161.58,0.61,7.88,95.84,7.21,105.12,225.68,19.25,2023-12-20 12:00:00,2023-12-20,12:00:00,Very Poor
26604,5,1255.04,0.63,8.57,110.15,8.11,110.64,230.68,21.03,2023-12-20 13:00:00,2023-12-20,13:00:00,Very Poor
26605,5,1508.71,0.66,11.14,128.75,10.37,123.48,244.08,26.35,2023-12-20 14:00:00,2023-12-20,14:00:00,Very Poor
26606,5,1708.98,0.68,14.57,137.33,11.8,129.23,244.6,29.89,2023-12-20 15:00:00,2023-12-20,15:00:00,Very Poor
26607,5,2056.12,0.94,25.02,113.01,13.83,129.89,235.72,35.46,2023-12-20 16:00:00,2023-12-20,16:00:00,Very Poor
26608,5,2429.96,0.78,38.04,55.07,15.02,129.19,224.54,40.53,2023-12-20 17:00:00,2023-12-20,17:00:00,Very Poor
26609,5,2643.59,0.73,42.16,13.05,15.14,135.53,220.09,44.58,2023-12-20 18:00:00,2023-12-20,18:00:00,Very Poor
26610,5,2830.51,3.24,38.73,3.08,15.74,150.91,229.51,46.61,2023-12-20 19:00:00,2023-12-20,19:00:00,Very Poor
26611,5,2910.61,3.38,35.64,2.66,15.97,161.69,241.91,43.57,2023-12-20 20:00:00,2023-12-20,20:00:00,Very Poor
26612,5,2910.61,2.1,33.59,4.38,15.5,167.44,251.52,38.0,2023-12-20 21:00:00,2023-12-20,21:00:00,Very Poor
26613,5,2803.8,1.51,32.22,5.68,14.42,163.84,248.13,31.41,2023-12-20 22:00:00,2023-12-20,22:00:00,Very Poor
26614,5,2456.67,0.63,29.82,8.4,11.44,141.95,219.72,21.79,2023-12-20 23:00:00,2023-12-20,23:00:00,Very Poor
26615,5,2243.04,0.13,26.39,13.59,10.01,130.74,203.93,18.75,2023-12-21 00:00:00,2023-12-21,00:00:00,Very Poor
26616,5,2590.18,0.24,28.1,11.8,11.21,159.41,237.2,23.05,2023-12-21 01:00:00,2023-12-21,01:00:00,Very Poor
26617,5,3578.19,2.63,32.56,2.91,14.54,233.11,322.28,33.94,2023-12-21 02:00:00,2023-12-21,02:00:00,Very Poor
26618,5,4646.3,9.72,33.59,0.1,19.07,320.93,423.47,51.68,2023-12-21 03:00:00,2023-12-21,03:00:00,Very Poor
26619,5,5073.55,14.98,34.27,0.01,21.7,365.27,469.79,62.32,2023-12-21 04:00:00,2023-12-21,04:00:00,Very Poor
26620,5,4966.74,19.89,30.85,0.0,19.55,360.43,462.46,52.18,2023-12-21 05:00:00,2023-12-21,05:00:00,Very Poor
26621,5,6195.07,41.57,28.1,0.0,24.56,438.17,558.17,63.33,2023-12-21 06:00:00,2023-12-21,06:00:00,Very Poor
26622,5,7476.81,68.84,27.42,0.05,28.85,504.51,662.78,66.88,2023-12-21 07:00:00,2023-12-21,07:00:00,Very Poor
26623,5,8010.86,60.8,52.09,2.91,30.52,526.84,738.84,80.05,2023-12-21 08:00:00,2023-12-21,08:00:00,Very Poor
26624,5,7370.0,9.83,80.88,80.82,29.8,528.03,772.24,88.16,2023-12-21 09:00:00,2023-12-21,09:00:00,Very Poor
26625,5,3471.37,1.1,21.76,168.8,22.17,252.97,446.83,53.7,2023-12-21 10:00:00,2023-12-21,10:00:00,Very Poor
26626,5,3311.16,0.66,15.25,226.02,25.03,255.83,459.17,57.76,2023-12-21 11:00:00,2023-12-21,11:00:00,Very Poor
26627,5,3578.19,0.54,14.91,291.82,28.85,292.02,501.72,63.84,2023-12-21 12:00:00,2023-12-21,12:00:00,Very Poor
26628,5,2403.26,0.49,11.31,228.88,19.07,214.48,402.31,41.04,2023-12-21 13:00:00,2023-12-21,13:00:00,Very Poor
26629,5,1922.61,0.51,11.14,197.41,14.78,183.51,352.2,32.93,2023-12-21 14:00:00,2023-12-21,14:00:00,Very Poor
26630,5,1695.63,0.51,12.0,171.66,12.52,156.05,298.69,28.12,2023-12-21 15:00:00,2023-12-21,15:00:00,Very Poor
26631,5,1815.8,0.87,19.54,133.04,12.87,132.67,241.34,30.4,2023-12-21 16:00:00,2023-12-21,16:00:00,Very Poor
26632,5,2162.93,0.71,30.85,79.39,14.07,121.73,205.96,35.97,2023-12-21 17:00:00,2023-12-21,17:00:00,Very Poor
26633,5,2456.67,0.07,37.01,35.76,14.78,125.54,201.97,42.05,2023-12-21 18:00:00,2023-12-21,18:00:00,Very Poor
26634,5,2643.59,0.05,37.7,20.38,15.5,136.42,211.29,46.1,2023-12-21 19:00:00,2023-12-21,19:00:00,Very Poor
26635,5,2563.48,0.05,33.24,19.31,14.9,136.24,210.01,42.05,2023-12-21 20:00:00,2023-12-21,20:00:00,Very Poor
26636,5,2429.96,0.03,29.13,20.56,13.83,132.16,204.24,35.46,2023-12-21 21:00:00,2023-12-21,21:00:00,Very Poor
26637,5,2403.26,0.09,28.79,18.06,12.87,130.47,200.17,30.15,2023-12-21 22:00:00,2023-12-21,22:00:00,Very Poor
26638,5,2189.64,0.05,26.39,17.88,10.61,116.84,183.33,21.53,2023-12-21 23:00:00,2023-12-21,23:00:00,Very Poor
26639,5,1976.01,0.01,22.96,21.46,9.3,109.56,177.67,17.73,2023-12-22 00:00:00,2023-12-22,00:00:00,Very Poor
26640,5,2056.12,0.01,21.59,21.82,9.54,119.84,192.39,18.75,2023-12-22 01:00:00,2023-12-22,01:00:00,Very Poor
26641,5,2536.77,0.09,25.36,13.77,11.44,154.1,234.82,25.08,2023-12-22 02:00:00,2023-12-22,02:00:00,Very Poor
26642,5,3044.13,0.99,29.82,4.52,12.87,191.4,287.46,32.93,2023-12-22 03:00:00,2023-12-22,03:00:00,Very Poor
26643,5,2937.32,3.44,27.08,0.95,11.68,188.61,303.33,34.45,2023-12-22 04:00:00,2023-12-22,04:00:00,Very Poor
26644,5,2803.8,8.05,20.73,0.23,11.8,178.43,311.7,38.5,2023-12-22 05:00:00,2023-12-22,05:00:00,Very Poor
26645,5,4165.65,28.39,19.19,0.01,19.55,262.46,429.89,69.92,2023-12-22 06:00:00,2023-12-22,06:00:00,Very Poor
26646,5,6248.47,59.9,22.96,0.14,28.37,383.45,590.21,100.31,2023-12-22 07:00:00,2023-12-22,07:00:00,Very Poor
26647,5,7476.81,47.83,65.8,8.4,32.9,464.2,697.84,110.45,2023-12-22 08:00:00,2023-12-22,08:00:00,Very Poor
26648,5,7904.05,7.15,87.74,117.3,35.29,556.78,807.17,110.45,2023-12-22 09:00:00,2023-12-22,09:00:00,Very Poor
26649,5,4325.87,1.17,27.42,203.13,26.94,290.31,467.5,69.92,2023-12-22 10:00:00,2023-12-22,10:00:00,Very Poor
26650,5,4272.46,0.65,17.99,268.94,30.52,291.25,463.12,73.97,2023-12-22 11:00:00,2023-12-22,11:00:00,Very Poor
26651,5,4592.9,0.5,16.11,326.16,33.86,324.36,494.56,78.02,2023-12-22 12:00:00,2023-12-22,12:00:00,Very Poor
26652,5,2723.69,0.45,11.14,228.88,18.84,203.45,346.98,44.08,2023-12-22 13:00:00,2023-12-22,13:00:00,Very Poor
26653,5,2296.45,0.52,12.51,208.85,15.74,186.85,329.07,38.0,2023-12-22 14:00:00,2023-12-22,14:00:00,Very Poor
26654,5,2243.04,0.59,16.11,200.27,15.14,175.79,307.52,36.98,2023-12-22 15:00:00,2023-12-22,15:00:00,Very Poor
26655,5,2403.26,0.6,29.47,143.05,15.97,152.97,267.14,40.02,2023-12-22 16:00:00,2023-12-22,16:00:00,Very Poor
26656,5,2616.88,0.39,43.87,59.37,16.45,128.03,225.26,43.57,2023-12-22 17:00:00,2023-12-22,17:00:00,Very Poor
26657,5,2723.69,0.24,46.61,17.52,15.97,126.17,218.53,46.61,2023-12-22 18:00:00,2023-12-22,18:00:00,Very Poor
26658,5,2803.8,0.81,43.53,8.94,15.74,137.5,230.12,48.13,2023-12-22 19:00:00,2023-12-22,19:00:00,Very Poor
26659,5,2750.4,0.5,38.04,10.64,15.26,143.9,235.42,44.08,2023-12-22 20:00:00,2023-12-22,20:00:00,Very Poor
26660,5,2696.99,0.25,33.24,13.05,14.78,147.0,237.96,38.5,2023-12-22 21:00:00,2023-12-22,21:00:00,Very Poor
26661,5,3044.13,1.76,35.99,7.6,15.02,173.94,266.62,33.94,2023-12-22 22:00:00,2023-12-22,22:00:00,Very Poor
26662,5,3150.94,3.35,37.36,2.91,12.99,179.66,269.59,24.83,2023-12-22 23:00:00,2023-12-22,23:00:00,Very Poor
26663,5,2910.61,1.82,33.93,4.07,10.97,170.61,257.9,21.79,2023-12-23 00:00:00,2023-12-23,00:00:00,Very Poor
26664,5,2830.51,0.78,29.82,6.08,10.61,175.38,264.62,22.55,2023-12-23 01:00:00,2023-12-23,01:00:00,Very Poor
26665,5,2990.72,0.86,28.45,4.87,10.73,193.17,286.01,21.28,2023-12-23 02:00:00,2023-12-23,02:00:00,Very Poor
26666,5,3150.94,1.19,29.82,2.79,10.61,208.77,309.69,19.51,2023-12-23 03:00:00,2023-12-23,03:00:00,Very Poor
26667,5,3231.05,3.58,28.1,0.65,9.66,223.02,341.23,18.49,2023-12-23 04:00:00,2023-12-23,04:00:00,Very Poor
26668,5,3631.59,11.18,22.96,0.02,11.32,255.11,400.49,26.35,2023-12-23 05:00:00,2023-12-23,05:00:00,Very Poor
26669,5,5607.6,37.1,22.28,0.0,23.37,392.02,588.94,71.94,2023-12-23 06:00:00,2023-12-23,06:00:00,Very Poor
26670,5,8331.3,76.0,27.08,0.12,37.19,568.33,828.12,121.59,2023-12-23 07:00:00,2023-12-23,07:00:00,Very Poor
26671,5,8972.17,52.75,74.03,9.12,34.33,616.13,916.61,106.39,2023-12-23 08:00:00,2023-12-23,08:00:00,Very Poor
26672,5,7797.24,5.64,76.09,115.87,27.18,581.9,896.17,85.12,2023-12-23 09:00:00,2023-12-23,09:00:00,Very Poor
26673,5,1976.01,0.74,10.97,127.32,11.09,137.25,296.71,27.11,2023-12-23 10:00:00,2023-12-23,10:00:00,Very Poor
26674,5,1615.52,0.53,8.14,151.63,12.16,119.24,264.89,24.32,2023-12-23 11:00:00,2023-12-23,11:00:00,Very Poor
26675,5,1708.98,0.45,8.31,191.69,15.14,132.81,278.75,26.09,2023-12-23 12:00:00,2023-12-23,12:00:00,Very Poor
26676,5,1708.98,0.46,8.74,208.85,15.97,145.9,280.96,25.84,2023-12-23 13:00:00,2023-12-23,13:00:00,Very Poor
26677,5,2002.72,0.5,10.54,234.6,16.93,174.98,302.96,29.39,2023-12-23 14:00:00,2023-12-23,14:00:00,Very Poor
26678,5,2429.96,0.5,13.02,288.96,18.6,218.25,343.46,32.93,2023-12-23 15:00:00,2023-12-23,15:00:00,Very Poor
26679,5,2803.8,0.53,18.51,297.55,16.93,242.79,360.58,35.97,2023-12-23 16:00:00,2023-12-23,16:00:00,Very Poor
26680,5,2723.69,0.39,26.05,203.13,13.59,204.81,308.86,35.46,2023-12-23 17:00:00,2023-12-23,17:00:00,Very Poor
26681,5,2323.15,0.05,29.82,90.12,11.32,147.93,238.42,33.94,2023-12-23 18:00:00,2023-12-23,18:00:00,Very Poor
26682,5,2349.85,0.0,32.9,38.27,11.56,138.05,223.37,37.49,2023-12-23 19:00:00,2023-12-23,19:00:00,Very Poor
26683,5,2670.29,0.08,35.3,18.78,13.23,156.92,244.74,41.04,2023-12-23 20:00:00,2023-12-23,20:00:00,Very Poor
26684,5,3017.43,0.48,35.64,10.55,14.78,180.89,272.92,42.05,2023-12-23 21:00:00,2023-12-23,21:00:00,Very Poor
26685,5,3738.4,4.58,39.41,3.0,16.93,228.52,329.0,43.57,2023-12-23 22:00:00,2023-12-23,22:00:00,Very Poor
26686,5,4219.06,11.06,39.07,0.15,15.74,257.67,361.42,36.48,2023-12-23 23:00:00,2023-12-23,23:00:00,Very Poor
26687,5,4486.08,14.19,36.67,0.03,15.26,281.13,389.44,37.49,2023-12-24 00:00:00,2023-12-24,00:00:00,Very Poor
26688,5,4646.3,14.75,32.22,0.01,15.74,308.04,429.15,41.54,2023-12-24 01:00:00,2023-12-24,01:00:00,Very Poor
26689,5,4486.08,14.53,27.42,0.01,14.19,314.3,445.34,36.48,2023-12-24 02:00:00,2023-12-24,02:00:00,Very Poor
26690,5,4219.06,14.31,22.96,0.01,12.4,304.86,445.08,30.15,2023-12-24 03:00:00,2023-12-24,03:00:00,Very Poor
26691,5,3738.4,13.75,19.19,0.01,10.85,276.7,413.3,25.33,2023-12-24 04:00:00,2023-12-24,04:00:00,Very Poor
26692,5,3578.19,17.43,16.11,0.01,11.68,261.96,386.81,28.63,2023-12-24 05:00:00,2023-12-24,05:00:00,Very Poor
26693,5,5287.17,40.68,16.62,0.0,20.27,367.74,499.24,54.72,2023-12-24 06:00:00,2023-12-24,06:00:00,Very Poor
26694,5,7690.43,77.78,20.73,0.09,28.37,519.53,680.19,71.94,2023-12-24 07:00:00,2023-12-24,07:00:00,Very Poor
26695,5,8331.3,56.33,65.8,7.96,28.85,560.26,751.9,71.94,2023-12-24 08:00:00,2023-12-24,08:00:00,Very Poor
26696,5,6835.94,6.59,71.97,101.57,24.08,503.1,707.99,68.9,2023-12-24 09:00:00,2023-12-24,09:00:00,Very Poor
26697,5,1628.88,0.75,9.68,110.15,9.42,123.19,242.55,22.8,2023-12-24 10:00:00,2023-12-24,10:00:00,Very Poor
26698,5,1174.93,0.53,6.43,120.16,8.46,106.03,223.78,18.24,2023-12-24 11:00:00,2023-12-24,11:00:00,Very Poor
26699,5,1054.76,0.47,5.83,131.61,8.7,104.17,222.38,15.83,2023-12-24 12:00:00,2023-12-24,12:00:00,Very Poor
26700,5,1001.36,0.48,5.65,135.9,7.99,104.64,221.63,14.95,2023-12-24 13:00:00,2023-12-24,13:00:00,Very Poor
26701,5,1014.71,0.5,6.34,137.33,7.39,107.15,221.23,14.82,2023-12-24 14:00:00,2023-12-24,14:00:00,Very Poor
26702,5,1094.82,0.5,7.88,143.05,7.63,110.54,219.5,14.95,2023-12-24 15:00:00,2023-12-24,15:00:00,Very Poor
26703,5,1895.9,0.75,20.22,171.66,12.4,154.29,265.4,27.61,2023-12-24 16:00:00,2023-12-24,16:00:00,Very Poor
26704,5,2883.91,0.63,36.33,163.08,16.69,198.34,308.87,41.04,2023-12-24 17:00:00,2023-12-24,17:00:00,Very Poor
26705,5,2990.72,0.13,41.47,89.41,15.97,176.47,276.42,44.58,2023-12-24 18:00:00,2023-12-24,18:00:00,Very Poor
26706,5,3231.05,0.0,46.61,37.91,16.45,177.14,271.85,52.18,2023-12-24 19:00:00,2023-12-24,19:00:00,Very Poor
26707,5,3898.62,0.23,52.78,15.02,18.36,216.32,314.1,57.25,2023-12-24 20:00:00,2023-12-24,20:00:00,Very Poor
26708,5,4432.68,1.7,52.09,5.54,19.55,255.26,358.12,53.2,2023-12-24 21:00:00,2023-12-24,21:00:00,Very Poor
26709,5,5233.76,9.28,52.78,0.75,25.99,313.05,427.38,81.06,2023-12-24 22:00:00,2023-12-24,22:00:00,Very Poor
26710,5,5714.42,16.09,56.89,0.03,30.52,342.29,463.38,103.35,2023-12-24 23:00:00,2023-12-24,23:00:00,Very Poor
26711,5,6355.29,20.34,61.01,0.01,34.81,392.97,524.72,117.54,2023-12-25 00:00:00,2023-12-25,00:00:00,Very Poor
26712,5,6942.75,22.35,59.63,0.0,36.72,454.97,606.0,125.65,2023-12-25 01:00:00,2023-12-25,01:00:00,Very Poor
26713,5,7370.0,23.92,55.52,0.0,38.15,513.84,690.89,133.75,2023-12-25 02:00:00,2023-12-25,02:00:00,Very Poor
26714,5,7370.0,23.92,49.35,0.0,35.76,540.09,740.43,126.66,2023-12-25 03:00:00,2023-12-25,03:00:00,Very Poor
26715,5,6622.31,22.58,35.99,0.0,23.84,518.32,726.73,74.98,2023-12-25 04:00:00,2023-12-25,04:00:00,Very Poor
26716,5,6301.88,25.7,27.42,0.0,18.6,497.59,694.83,50.66,2023-12-25 05:00:00,2023-12-25,05:00:00,Very Poor
26717,5,8117.68,52.3,26.73,0.0,27.18,622.9,826.03,71.94,2023-12-25 06:00:00,2023-12-25,06:00:00,Very Poor
26718,5,10574.34,92.09,30.85,0.03,35.76,779.59,1010.74,85.12,2023-12-25 07:00:00,2023-12-25,07:00:00,Very Poor
26719,5,10894.78,89.41,50.72,0.66,36.72,780.06,1049.31,92.21,2023-12-25 08:00:00,2023-12-25,08:00:00,Very Poor
26720,5,8758.54,20.56,87.74,32.19,30.99,643.89,935.79,92.21,2023-12-25 09:00:00,2023-12-25,09:00:00,Very Poor
26721,5,3204.35,0.91,16.79,170.23,17.64,268.07,483.01,46.1,2023-12-25 10:00:00,2023-12-25,10:00:00,Very Poor
26722,5,2456.67,0.61,10.97,194.55,17.17,219.38,418.54,39.52,2023-12-25 11:00:00,2023-12-25,11:00:00,Very Poor
